YEAR,MONTH_NUM,MONTH_MON,ENTRY_DATE,ENTITY_NAME,ENTITY_TYPE,TYPE_MODEL,DIST_FLOWN_KM,DIST_DIRECT_KM,DIST_ACHIEVED_KM
2026,1,JAN,2026-01-18,Bosnia and Herzegovina,State (FIR),SFR,300447,300124.64,296077.8
2026,1,JAN,2026-01-18,Bulgaria,State (FIR),CPF,741752,739690.59,717209.52
2026,1,JAN,2026-01-18,Bulgaria,State (FIR),FTFM,727818,724911.1,700552.11
2026,1,JAN,2026-01-18,Bulgaria,State (FIR),SFR,704448,701814.61,678763.13
2026,1,JAN,2026-01-18,Croatia,State (FIR),CPF,479727,479251.65,473731.53
2026,1,JAN,2026-01-18,Croatia,State (FIR),FTFM,474854,474064.83,467451.34
2026,1,JAN,2026-01-18,Croatia,State (FIR),SFR,457434,456949.42,450766.83
2026,1,JAN,2026-01-18,Cyprus,State (FIR),CPF,463512,460679.38,447364.41000000003
2026,1,JAN,2026-01-18,Cyprus,State (FIR),FTFM,464669,458661.2,444253.31
2026,1,JAN,2026-01-18,Cyprus,State (FIR),SFR,444106,438796.63,425832.26
2026,1,JAN,2026-01-18,Czech Republic,State (FIR),CPF,337298,336624.55,330297.23
2026,1,JAN,2026-01-18,Czech Republic,State (FIR),FTFM,334153,332285.32,323650.05
2026,1,JAN,2026-01-18,Czech Republic,State (FIR),SFR,321202,319637.73,311454.11
2026,1,JAN,2026-01-18,DANUBE FAB,FAB (FIR),CPF,1617156,1611058.5899999999,1560225.1600000001
2026,1,JAN,2026-01-18,DANUBE FAB,FAB (FIR),FTFM,1592116,1584262.23,1529818.28
2026,1,JAN,2026-01-18,DANUBE FAB,FAB (FIR),SFR,1530188,1522993.21,1471407.8599999999
2026,1,JAN,2026-01-18,DK-SE FAB,FAB (FIR),CPF,772203,769532.4,760231.9
2026,1,JAN,2026-01-18,DK-SE FAB,FAB (FIR),FTFM,766292,760026.43,746812.1
2026,1,JAN,2026-01-18,DK-SE FAB,FAB (FIR),SFR,755082,750408.71,738213.65
2026,1,JAN,2026-01-18,Denmark,State (FIR),CPF,251846,251542.85,248813.16
2026,1,JAN,2026-01-18,Denmark,State (FIR),FTFM,252308,251046.5,246834.80000000002
2026,1,JAN,2026-01-18,Denmark,State (FIR),SFR,245651,244481.41,240667.64
2026,1,JAN,2026-01-18,EUROCONTROL Area (PRR),Area (FIR),CPF,27777875,27171235.9,27015678.18
2026,1,JAN,2026-01-18,EUROCONTROL Area (PRR),Area (FIR),FTFM,27783621,26833931.18,26619880.21
2026,1,JAN,2026-01-18,EUROCONTROL Area (PRR),Area (FIR),SFR,27081845,26211895.93,26004892.37
2026,1,JAN,2026-01-18,Estonia,State (FIR),CPF,88210,87763.57,84015.91
2026,1,JAN,2026-01-18,Estonia,State (FIR),FTFM,85893,85628.26,82070.84
2026,1,JAN,2026-01-18,Estonia,State (FIR),SFR,80185,79925.29000000001,76598.92
2026,1,JAN,2026-01-18,FAB CE,FAB (FIR),CPF,2646368,2636730.02,2598136.4699999997
2026,1,JAN,2026-01-18,FAB CE,FAB (FIR),FTFM,2648148,2630850.61,2582148.31
2026,1,JAN,2026-01-18,FAB CE,FAB (FIR),SFR,2552854,2537150.13,2491395.2
2026,1,JAN,2026-01-18,FAB CE (SES RP1),FAB (FIR),CPF,1866397,1858793.23,1827626.76
2026,1,JAN,2026-01-18,FAB CE (SES RP1),FAB (FIR),FTFM,1861341,1847371.3399999999,1807454.4
2026,1,JAN,2026-01-18,FAB CE (SES RP1),FAB (FIR),SFR,1794329,1781421.83,1743899.49
2026,1,JAN,2026-01-18,FAB CE (SES RP2),FAB (FIR),CPF,2345108,2336219.37,2300370.81
2026,1,JAN,2026-01-18,FAB CE (SES RP2),FAB (FIR),FTFM,2336999,2321112.14,2275712.5300000003
2026,1,JAN,2026-01-18,FAB CE (SES RP2),FAB (FIR),SFR,2252631,2238104.73,2195535.11
2026,1,JAN,2026-01-18,FABEC,FAB (FIR),CPF,6910895,6828025.39,6731682.01
2026,1,JAN,2026-01-18,FABEC,FAB (FIR),FTFM,6960491,6764909.49,6637300.08
2026,1,JAN,2026-01-18,FABEC,FAB (FIR),SFR,6834695,6654193.24,6532273.42
2026,1,JAN,2026-01-18,Finland,State (FIR),CPF,130439,129317.18000000001,126819.49
2026,1,JAN,2026-01-18,Finland,State (FIR),FTFM,128121,127714.31,124956.98
2026,1,JAN,2026-01-18,Finland,State (FIR),SFR,126011,125613.8,122891.75
2026,1,JAN,2026-01-18,France,State (FIR),CPF,3704734,3663912.48,3601163.65
2026,1,JAN,2026-01-18,France,State (FIR),FTFM,3693399,3593528.59,3513992.85
2026,1,JAN,2026-01-18,France,State (FIR),SFR,3627897,3535063.19,3458663.49
2026,1,JAN,2026-01-18,Georgia,State (FIR),CPF,237847,236915.77000000002,223422.17
2026,1,JAN,2026-01-18,Georgia,State (FIR),FTFM,232087,230512.29,219230.93
2026,1,JAN,2026-01-18,Georgia,State (FIR),SFR,229732,228578.29,217793.04
2026,1,JAN,2026-01-18,Germany,State (FIR),CPF,2173050,2159749.51,2127884.84
2026,1,JAN,2026-01-18,Germany,State (FIR),FTFM,2196762,2152221.51,2104866.75
2026,1,JAN,2026-01-18,Germany,State (FIR),SFR,2141255,2101134.38,2056326.79
2026,1,JAN,2026-01-18,Greece,State (FIR),CPF,1298820,1295443.07,1281924.6600000001
2026,1,JAN,2026-01-18,Greece,State (FIR),FTFM,1291332,1281550.34,1264698.35
2026,1,JAN,2026-01-18,Greece,State (FIR),SFR,1231701,1224554.01,1209539.17
2026,1,JAN,2026-01-18,Hungary,State (FIR),CPF,557882,557176.38,546815.13
2026,1,JAN,2026-01-18,Hungary,State (FIR),FTFM,555933,553353.68,540869.3200000001
2026,1,JAN,2026-01-18,Hungary,State (FIR),SFR,532342,529985.66,518087.89
2026,1,JAN,2026-01-18,Ireland,State (FIR),CPF,306181,305698.36,300795.36
2026,1,JAN,2026-01-18,Ireland,State (FIR),FTFM,248685,247649.81,242069.75
2026,1,JAN,2026-01-18,Ireland,State (FIR),SFR,207862,207067.57,202638.35
2026,1,JAN,2026-01-18,Italy,State (FIR),CPF,1745139,1732788.06,1703339.1099999999
2026,1,JAN,2026-01-18,Italy,State (FIR),FTFM,1758200,1732456.44,1692765.44
2026,1,JAN,2026-01-18,Italy,State (FIR),SFR,1767846,1743268.01,1705461.8900000001
2026,1,JAN,2026-01-18,Latvia,State (FIR),CPF,90967,90710.73,85661.75
2026,1,JAN,2026-01-18,Latvia,State (FIR),FTFM,92870,92528.2,87357.67
2026,1,JAN,2026-01-18,Latvia,State (FIR),SFR,86001,85671.05,80929.13
2026,1,JAN,2026-01-18,Lithuania,State (FIR),CPF,78536,78361.19,70598.94
2026,1,JAN,2026-01-18,Lithuania,State (FIR),FTFM,79999,79785.72,71307.62
2026,1,JAN,2026-01-18,Lithuania,State (FIR),SFR,75737,75499.47,67937.53
2026,1,JAN,2026-01-18,Malta,State (FIR),CPF,177885,177722.49,175241.03
2026,1,JAN,2026-01-18,Malta,State (FIR),FTFM,161466,161216.27,158981.82
2026,1,JAN,2026-01-18,Malta,State (FIR),SFR,138284,138197.15,136399.1
2026,1,JAN,2026-01-18,Moldova,State (FIR),CPF,3796,3785.8,3230.46
2026,1,JAN,2026-01-18,Moldova,State (FIR),FTFM,1941,1924.8600000000001,1605.1200000000001
2026,1,JAN,2026-01-18,Moldova,State (FIR),SFR,1887,1872.07,1551.65
2026,1,JAN,2026-01-18,Morocco,State (FIR),CPF,1008946,1002836.49,988196.75
2026,1,JAN,2026-01-18,Morocco,State (FIR),FTFM,1005442,993697.04,977886.76
2026,1,JAN,2026-01-18,Morocco,State (FIR),SFR,983808,973984.5800000001,959846.23
2026,1,JAN,2026-01-18,NEFAB,FAB (FIR),CPF,712486,705100.87,693717.38
2026,1,JAN,2026-01-18,NEFAB,FAB (FIR),FTFM,710670,702769.21,689420.79
2026,1,JAN,2026-01-18,NEFAB,FAB (FIR),SFR,679024,671383.75,659282.51
2026,1,JAN,2026-01-18,Netherlands,State (FIR),CPF,398464,394927.46,387303.32
2026,1,JAN,2026-01-18,Netherlands,State (FIR),FTFM,392260,386722.77,376279.11
2026,1,JAN,2026-01-18,Netherlands,State (FIR),SFR,388562,383621.68,373800.26
2026,1,JAN,2026-01-18,North Macedonia,State (FIR),CPF,74044,73955.86,72922.46
2026,1,JAN,2026-01-18,North Macedonia,State (FIR),FTFM,74304,74250.28,72663.51
2026,1,JAN,2026-01-18,North Macedonia,State (FIR),SFR,71296,71266.16,69673.02
2026,1,JAN,2026-01-18,Norway,State (FIR),CPF,402051,400610.98,396418.65
2026,1,JAN,2026-01-18,Norway,State (FIR),FTFM,403747,400428.29000000004,394993.93
2026,1,JAN,2026-01-18,Norway,State (FIR),SFR,385885,382687.18,377921.81
2026,1,JAN,2026-01-18,Poland,State (FIR),CPF,596069,593600.5700000001,567471.83
2026,1,JAN,2026-01-18,Poland,State (FIR),FTFM,605625,596145.43,564684.53
2026,1,JAN,2026-01-18,Poland,State (FIR),SFR,580976,572665.98,543732.38
2026,1,JAN,2026-01-18,Portugal (Continental),State (FIR),CPF,838330,836574.1900000001,823282.96
2026,1,JAN,2026-01-18,Portugal (Continental),State (FIR),FTFM,823190,819107.36,804176.35
2026,1,JAN,2026-01-18,Portugal (Continental),State (FIR),SFR,803751,800351.7000000001,787507.99
2026,1,JAN,2026-01-18,Romania,State (FIR),CPF,876095,874018.72,843853.53
2026,1,JAN,2026-01-18,Romania,State (FIR),FTFM,865964,863447.18,830919.52
2026,1,JAN,2026-01-18,Romania,State (FIR),SFR,825547,823303.25,792571.16
2026,1,JAN,2026-01-18,SES Area (RP2),Area (FIR),CPF,22352342,21989301.95,21770904.44
2026,1,JAN,2026-01-18,SES Area (RP2),Area (FIR),FTFM,22228298,21623326.94,21349483.23
2026,1,JAN,2026-01-18,SES Area (RP2),Area (FIR),SFR,21683998,21129858.61,20869208.86
2026,1,JAN,2026-01-18,SES Area (RP3),Area (FIR),CPF,20668952,20355072.88,20142170.44
2026,1,JAN,2026-01-18,SES Area (RP3),Area (FIR),FTFM,20594452,20065662.35,19800519.09
2026,1,JAN,2026-01-18,SES Area (RP3),Area (FIR),SFR,20103946,19616448.68,19365076.65
2026,1,JAN,2026-01-18,SW FAB,FAB (FIR),CPF,3638349,3595366.18,3543891.7800000003
2026,1,JAN,2026-01-18,SW FAB,FAB (FIR),FTFM,3612414,3539015.26,3477682.4
2026,1,JAN,2026-01-18,SW FAB,FAB (FIR),SFR,3552876,3485126.05,3427286.04
2026,1,JAN,2026-01-18,Serbia and Montenegro,State (FIR),CPF,508261,507328.26,499817.01
2026,1,JAN,2026-01-18,Serbia and Montenegro,State (FIR),FTFM,503059,501636.69,491828.3
2026,1,JAN,2026-01-18,Serbia and Montenegro,State (FIR),SFR,491251,490048.91000000003,480502.39
2026,1,JAN,2026-01-18,Slovakia,State (FIR),CPF,164820,164405.9,157871.48
2026,1,JAN,2026-01-18,Slovakia,State (FIR),FTFM,164856,164202.15,155728.7
2026,1,JAN,2026-01-18,Slovakia,State (FIR),SFR,157933,157177.93,149497.12
2026,1,JAN,2026-01-18,Slovenia,State (FIR),CPF,139959,139925.41,138057.15
2026,1,JAN,2026-01-18,Slovenia,State (FIR),FTFM,140305,140219.41,137865.14
2026,1,JAN,2026-01-18,Slovenia,State (FIR),SFR,135063,135038.85,132789.88
2026,1,JAN,2026-01-18,Spain,State (FIR),CPF,2805312,2773237.38,2725809.65
2026,1,JAN,2026-01-18,Spain,State (FIR),FTFM,2792824,2734405.44,2677056.5300000003
2026,1,JAN,2026-01-18,Spain,State (FIR),SFR,2751730,2696597.5300000003,2642335.83
2026,1,JAN,2026-01-18,Spain (Canarias),State (FIR),CPF,416549,413666.81,406960.17
2026,1,JAN,2026-01-18,Spain (Canarias),State (FIR),FTFM,411685,404736.46,395392.8
2026,1,JAN,2026-01-18,Spain (Canarias),State (FIR),SFR,393060,386671.34,377415.08
2026,1,JAN,2026-01-18,Spain (Continental),State (FIR),CPF,2388763,2359570.57,2318849.49
2026,1,JAN,2026-01-18,Spain (Continental),State (FIR),FTFM,2381139,2329668.98,2281663.73
2026,1,JAN,2026-01-18,Spain (Continental),State (FIR),SFR,2358670,2309926.18,2264920.75
2026,1,JAN,2026-01-18,Sweden,State (FIR),CPF,520136,517855.51,511197.62
2026,1,JAN,2026-01-18,Sweden,State (FIR),FTFM,513744,509007.74,499737.78
2026,1,JAN,2026-01-18,Sweden,State (FIR),SFR,509191,505972.95,497306.49
2026,1,JAN,2026-01-18,Switzerland,State (FIR),CPF,237381,236009.47,229054.01
2026,1,JAN,2026-01-18,Switzerland,State (FIR),FTFM,249167,245272.48,234906.30000000002
2026,1,JAN,2026-01-18,Switzerland,State (FIR),SFR,255138,251695.23,241587.07
2026,1,JAN,2026-01-18,Türkiye,State (FIR),CPF,2684980,2636142.0700000003,2567810.93
2026,1,JAN,2026-01-18,Türkiye,State (FIR),FTFM,2884139,2756948.98,2670341.15
2026,1,JAN,2026-01-18,Türkiye,State (FIR),SFR,2731906,2618949.31,2537646.02
2026,1,JAN,2026-01-18,UK (Continental),State (FIR),CPF,1684853,1663116.6800000002,1630060.1
2026,1,JAN,2026-01-18,UK (Continental),State (FIR),FTFM,1633500,1590902.47,1548421.74
2026,1,JAN,2026-01-18,UK (Continental),State (FIR),SFR,1573503,1537621.63,1497756.52
2026,1,JAN,2026-01-18,UK-Ireland FAB,FAB (FIR),CPF,1990353,1963828.08,1930151.26
2026,1,JAN,2026-01-18,UK-Ireland FAB,FAB (FIR),FTFM,1881943,1833050.71,1790211.27
2026,1,JAN,2026-01-18,UK-Ireland FAB,FAB (FIR),SFR,1780954,1739834.96,1699955.85
2026,1,JAN,2026-01-19,Albania,State (FIR),CPF,108928,108664.57,106717.99
2026,1,JAN,2026-01-19,Albania,State (FIR),FTFM,110847,110258.35,107331.78
2026,1,JAN,2026-01-19,Albania,State (FIR),SFR,103462,102963.16,100208.72
2026,1,JAN,2026-01-19,Armenia,State (FIR),CPF,49061,48890.69,46346.14
2026,1,JAN,2026-01-19,Armenia,State (FIR),FTFM,45680,45523.4,43046.19
2026,1,JAN,2026-01-19,Armenia,State (FIR),SFR,53801,53620.28,50978.53
2026,1,JAN,2026-01-19,Austria,State (FIR),CPF,641733,640521,629448.87
2026,1,JAN,2026-01-19,Austria,State (FIR),FTFM,644509,642269.11,627191.84
2026,1,JAN,2026-01-19,Austria,State (FIR),SFR,627273,625310.26,610781.78
2026,1,JAN,2026-01-19,BLUE MED FAB,FAB (FIR),CPF,3516691,3486890.38,3429844.47
2026,1,JAN,2026-01-19,BLUE MED FAB,FAB (FIR),FTFM,3503497,3451934.71,3382423.3
2026,1,JAN,2026-01-19,BLUE MED FAB,FAB (FIR),SFR,3365015,3318300.5,3252502.55
2026,1,JAN,2026-01-19,Baltic FAB,FAB (FIR),CPF,628713,622722.71,595876.55
2026,1,JAN,2026-01-19,Baltic FAB,FAB (FIR),FTFM,639786,626933.22,592987.15
2026,1,JAN,2026-01-19,Baltic FAB,FAB (FIR),SFR,619102,607986.1,576990.73
2026,1,JAN,2026-01-19,Belgium,State (FIR),CPF,403682,401163.46,389870.49
2026,1,JAN,2026-01-19,Belgium,State (FIR),FTFM,426582,419197.61,401066.13
2026,1,JAN,2026-01-19,Belgium,State (FIR),SFR,419135,412207.82,395056.52
2026,1,JAN,2026-01-19,Bosnia and Herzegovina,State (FIR),CPF,264302,264156.79,261322.85
2026,1,JAN,2026-01-19,Bosnia and Herzegovina,State (FIR),FTFM,270180,269811.26,266165.4
2026,1,JAN,2026-01-19,Bosnia and Herzegovina,State (FIR),SFR,262281,262007.63,258467.04
2026,1,JAN,2026-01-19,Bulgaria,State (FIR),CPF,651101,649329.73,629591.29
2026,1,JAN,2026-01-19,Bulgaria,State (FIR),FTFM,641228,638577.55,617025.76
2026,1,JAN,2026-01-19,Bulgaria,State (FIR),SFR,606323,603865.64,584537.28
2026,1,JAN,2026-01-19,Croatia,State (FIR),CPF,412684,412138.64,407306.27
2026,1,JAN,2026-01-19,Croatia,State (FIR),FTFM,409297,408559.14,402509.51
2026,1,JAN,2026-01-19,Croatia,State (FIR),SFR,394122,393616.5,387834.93
2026,1,JAN,2026-01-19,Cyprus,State (FIR),CPF,432404,430091.43,417099.84
2026,1,JAN,2026-01-19,Cyprus,State (FIR),FTFM,431694,426750.07,413170.12
2026,1,JAN,2026-01-19,Cyprus,State (FIR),SFR,403126,398743.06,386463.98
2026,1,JAN,2026-01-19,Czech Republic,State (FIR),CPF,345121,344228.52,337334.99
2026,1,JAN,2026-01-19,Czech Republic,State (FIR),FTFM,342627,340705.31,331109.97000000003
2026,1,JAN,2026-01-19,Czech Republic,State (FIR),SFR,324824,323084.8,314400.12
2026,1,JAN,2026-01-19,DANUBE FAB,FAB (FIR),CPF,1489208,1482998.01,1437012.97
2026,1,JAN,2026-01-19,DANUBE FAB,FAB (FIR),FTFM,1474916,1467556.7,1417171.54
2026,1,JAN,2026-01-19,DANUBE FAB,FAB (FIR),SFR,1388773,1381921.87,1336459.25
2026,1,JAN,2026-01-19,DK-SE FAB,FAB (FIR),CPF,718631,715071.52,706476.08
2026,1,JAN,2026-01-19,DK-SE FAB,FAB (FIR),FTFM,722117,716360.68,703760.93
2026,1,JAN,2026-01-19,DK-SE FAB,FAB (FIR),SFR,710619,705858.46,694208.24
2026,1,JAN,2026-01-19,Denmark,State (FIR),CPF,238137,237729.38,234854.87
2026,1,JAN,2026-01-19,Denmark,State (FIR),FTFM,240547,239142.99,234466.72
2026,1,JAN,2026-01-19,Denmark,State (FIR),SFR,236007,234777.88,230507.34
2026,1,JAN,2026-01-19,EUROCONTROL Area (PRR),Area (FIR),CPF,26161547,25577955.13,25419065.78
2026,1,JAN,2026-01-19,EUROCONTROL Area (PRR),Area (FIR),FTFM,26187495,25259362.62,25044888.73
2026,1,JAN,2026-01-19,EUROCONTROL Area (PRR),Area (FIR),SFR,25438935,24583574.72,24375190.49
2026,1,JAN,2026-01-19,Estonia,State (FIR),CPF,84462,84251.25,80662.5
2026,1,JAN,2026-01-19,Estonia,State (FIR),FTFM,83332,83102.26,79391.85
2026,1,JAN,2026-01-19,Estonia,State (FIR),SFR,78053,77835.05,74541.84
2026,1,JAN,2026-01-19,FAB CE,FAB (FIR),CPF,2476269,2465938.72,2429000.81
2026,1,JAN,2026-01-19,FAB CE,FAB (FIR),FTFM,2477236,2460503.93,2413001.24
2026,1,JAN,2026-01-19,FAB CE,FAB (FIR),SFR,2384196,2368856.74,2324704.4
2026,1,JAN,2026-01-19,FAB CE (SES RP1),FAB (FIR),CPF,1800541,1792573.1600000001,1761627.83
2026,1,JAN,2026-01-19,FAB CE (SES RP1),FAB (FIR),FTFM,1799297,1786126.21,1745864.22
2026,1,JAN,2026-01-19,FAB CE (SES RP1),FAB (FIR),SFR,1728121,1715950.23,1678741.31
2026,1,JAN,2026-01-19,FAB CE (SES RP2),FAB (FIR),CPF,2213121,2203520.06,2168817.52
2026,1,JAN,2026-01-19,FAB CE (SES RP2),FAB (FIR),FTFM,2207788,2192482.28,2147562.34
2026,1,JAN,2026-01-19,FAB CE (SES RP2),FAB (FIR),SFR,2122339,2108239.48,2066659.21
2026,1,JAN,2026-01-19,FABEC,FAB (FIR),CPF,6686851,6594923.16,6497601.79
2026,1,JAN,2026-01-19,FABEC,FAB (FIR),FTFM,6738936,6525519.97,6398271.79
2026,1,JAN,2026-01-19,FABEC,FAB (FIR),SFR,6600900,6402763.71,6281042.35
2026,1,JAN,2026-01-19,Finland,State (FIR),CPF,115240,114978.76000000001,112300.92
2026,1,JAN,2026-01-19,Finland,State (FIR),FTFM,111734,111247.39,108428.23
2026,1,JAN,2026-01-19,Finland,State (FIR),SFR,108952,108492.90000000001,105710.78
2026,1,JAN,2026-01-19,France,State (FIR),CPF,3449607,3407489.6,3346980.55
2026,1,JAN,2026-01-19,France,State (FIR),FTFM,3437453,3335497.71,3260151.59
2026,1,JAN,2026-01-19,France,State (FIR),SFR,3371536,3275662.57,3202515.74
2026,1,JAN,2026-01-19,Georgia,State (FIR),CPF,206393,205598.81,194158.57
2026,1,JAN,2026-01-19,Georgia,State (FIR),FTFM,203847,202491.22,192515.80000000002
2026,1,JAN,2026-01-19,Georgia,State (FIR),SFR,156278,155376.4,147851.55000000002
2026,1,JAN,2026-01-19,Germany,State (FIR),CPF,2212616,2194625.35,2159450.32
2026,1,JAN,2026-01-19,Germany,State (FIR),FTFM,2248951,2196002.29,2143655.83
2026,1,JAN,2026-01-19,Germany,State (FIR),SFR,2194473,2147392.09,2098451.22
2026,1,JAN,2026-01-19,Greece,State (FIR),CPF,1186086,1181947.98,1166751.48
2026,1,JAN,2026-01-19,Greece,State (FIR),FTFM,1178425,1168466.6,1150669.69
2026,1,JAN,2026-01-19,Greece,State (FIR),SFR,1097064,1088588.96,1073034.14
2026,1,JAN,2026-01-19,Hungary,State (FIR),CPF,534494,533742.42,523985.10000000003
2026,1,JAN,2026-01-19,Hungary,State (FIR),FTFM,534721,532469.33,520718.47000000003
2026,1,JAN,2026-01-19,Hungary,State (FIR),SFR,507294,505287.85000000003,494630.08
2026,1,JAN,2026-01-19,Ireland,State (FIR),CPF,308026,307517.48,303037.85000000003
2026,1,JAN,2026-01-19,Ireland,State (FIR),FTFM,238882,238118.42,233017.32
2026,1,JAN,2026-01-19,Ireland,State (FIR),SFR,196610,195995.64,191834.21
2026,1,JAN,2026-01-19,Italy,State (FIR),CPF,1710820,1694180.5899999999,1661896.58
2026,1,JAN,2026-01-19,Italy,State (FIR),FTFM,1725267,1695720.1099999999,1653083.8900000001
2026,1,JAN,2026-01-19,Italy,State (FIR),SFR,1697662,1669338.4300000002,1628154.76
2026,1,JAN,2026-01-19,Latvia,State (FIR),CPF,86341,85924.25,80640.51
2026,1,JAN,2026-01-19,Latvia,State (FIR),FTFM,87969,87598.18000000001,82360.24
2026,1,JAN,2026-01-19,Latvia,State (FIR),SFR,82169,81803.27,77127.82
2026,1,JAN,2026-01-19,Lithuania,State (FIR),CPF,70523,69660.17,62740.270000000004
2026,1,JAN,2026-01-19,Lithuania,State (FIR),FTFM,69715,69500.24,61772.21
2026,1,JAN,2026-01-19,Lithuania,State (FIR),SFR,67326,67057.32,60028.130000000005
2026,1,JAN,2026-01-19,Malta,State (FIR),CPF,182332,181974.87,179040.75
2026,1,JAN,2026-01-19,Malta,State (FIR),FTFM,173038,172740.05000000002,170256.76
2026,1,JAN,2026-01-19,Malta,State (FIR),SFR,157533,157398.21,155339.12
2026,1,JAN,2026-01-19,Moldova,State (FIR),CPF,3187,3181.6,2670.03
2026,1,JAN,2026-01-19,Moldova,State (FIR),FTFM,1640,1633.73,1350.21
2026,1,JAN,2026-01-19,Moldova,State (FIR),SFR,1569,1561.46,1281.74
2026,1,JAN,2026-01-19,Morocco,State (FIR),CPF,870951,866519.77,857031.06
2026,1,JAN,2026-01-19,Morocco,State (FIR),FTFM,866308,856699.65,846261.24
2026,1,JAN,2026-01-19,Morocco,State (FIR),SFR,849574,841301.4400000001,831356.91
2026,1,JAN,2026-01-19,NEFAB,FAB (FIR),CPF,651348,644283.91,632925.58
2026,1,JAN,2026-01-19,NEFAB,FAB (FIR),FTFM,655532,646038.1,633057.0700000001
2026,1,JAN,2026-01-19,NEFAB,FAB (FIR),SFR,630679,621437.79,609909.0700000001
2026,1,JAN,2026-01-19,Netherlands,State (FIR),CPF,414067,411871.67,403274.23
2026,1,JAN,2026-01-19,Netherlands,State (FIR),FTFM,411724,405809.10000000003,394389.72000000003
2026,1,JAN,2026-01-19,Netherlands,State (FIR),SFR,402456,397196.44,386403.7
2026,1,JAN,2026-01-19,North Macedonia,State (FIR),CPF,71490,71390.83,70274.79000000001
2026,1,JAN,2026-01-19,North Macedonia,State (FIR),FTFM,72063,72021.34,70431.73
2026,1,JAN,2026-01-19,North Macedonia,State (FIR),SFR,69330,69325.64,67708.55
2026,1,JAN,2026-01-19,Norway,State (FIR),CPF,367112,365095.8,361132.52
2026,1,JAN,2026-01-19,Norway,State (FIR),FTFM,373330,368809.63,363718.41000000003
2026,1,JAN,2026-01-19,Norway,State (FIR),SFR,361657,357271.94,352704.3
2026,1,JAN,2026-01-19,Poland,State (FIR),CPF,558606,556360.66,533369.89
2026,1,JAN,2026-01-19,Poland,State (FIR),FTFM,570438,560801.05,531521.42
2026,1,JAN,2026-01-19,Poland,State (FIR),SFR,550412,542429.34,515981.27
2026,1,JAN,2026-01-19,Portugal (Continental),State (FIR),CPF,752785,750004.56,740342.48
2026,1,JAN,2026-01-19,Portugal (Continental),State (FIR),FTFM,736212,732095.35,721362.78
2026,1,JAN,2026-01-19,Portugal (Continental),State (FIR),SFR,716805,713144.24,703459.26
2026,1,JAN,2026-01-19,Romania,State (FIR),CPF,839140,836990.89,808325.26
2026,1,JAN,2026-01-19,Romania,State (FIR),FTFM,831818,829352.01,798451.61
2026,1,JAN,2026-01-19,Romania,State (FIR),SFR,779735,777480.47,749443.42
2026,1,JAN,2026-01-19,SES Area (RP2),Area (FIR),CPF,21269075,20897305.26,20685453.96
2026,1,JAN,2026-01-19,SES Area (RP2),Area (FIR),FTFM,21157269,20540155.67,20274714.48
2026,1,JAN,2026-01-19,SES Area (RP2),Area (FIR),SFR,20547958,19976511.09,19724311.77
2026,1,JAN,2026-01-19,SES Area (RP3),Area (FIR),CPF,19578987,19261384.05,19055920.74
2026,1,JAN,2026-01-19,SES Area (RP3),Area (FIR),FTFM,19522686,18984749.49,18729141.49
2026,1,JAN,2026-01-19,SES Area (RP3),Area (FIR),SFR,18965196,18464482.01,18222755.09
2026,1,JAN,2026-01-19,SW FAB,FAB (FIR),CPF,3376049,3336025.95,3293443.1
2026,1,JAN,2026-01-19,SW FAB,FAB (FIR),FTFM,3353716,3284093.86,3233113.71
2026,1,JAN,2026-01-19,SW FAB,FAB (FIR),SFR,3299825,3233281.35,3183908.31
2026,1,JAN,2026-01-19,Serbia and Montenegro,State (FIR),CPF,437332,436225.72000000003,430174.57
2026,1,JAN,2026-01-19,Serbia and Montenegro,State (FIR),FTFM,435929,434598.74,426491.09
2026,1,JAN,2026-01-19,Serbia and Montenegro,State (FIR),SFR,423474,422353.81,414618.53
2026,1,JAN,2026-01-19,Slovakia,State (FIR),CPF,157605,157299.33000000002,151045.32
2026,1,JAN,2026-01-19,Slovakia,State (FIR),FTFM,157667,157087.22,149073.6
2026,1,JAN,2026-01-19,Slovakia,State (FIR),SFR,150128,149398.36000000002,142321.93
2026,1,JAN,2026-01-19,Slovenia,State (FIR),CPF,121744,121666.36,119986.64
2026,1,JAN,2026-01-19,Slovenia,State (FIR),FTFM,120704,120652.02,118643.16
2026,1,JAN,2026-01-19,Slovenia,State (FIR),SFR,117833,117805.99,115881.29000000001
2026,1,JAN,2026-01-19,Spain,State (FIR),CPF,2619681,2589313.06,2549537.19
2026,1,JAN,2026-01-19,Spain,State (FIR),FTFM,2613140,2555668.02,2507406.98
2026,1,JAN,2026-01-19,Spain,State (FIR),SFR,2578150,2522724.97,2475593.52
2026,1,JAN,2026-01-19,Spain (Canarias),State (FIR),CPF,383553,381438.05,376824.84
2026,1,JAN,2026-01-19,Spain (Canarias),State (FIR),FTFM,378834,373153.16000000003,366598.16000000003
2026,1,JAN,2026-01-19,Spain (Canarias),State (FIR),SFR,361199,355827.34,349339.10000000003
2026,1,JAN,2026-01-19,Spain (Continental),State (FIR),CPF,2236128,2207875.01,2172712.35
2026,1,JAN,2026-01-19,Spain (Continental),State (FIR),FTFM,2234306,2182514.86,2140808.82
2026,1,JAN,2026-01-19,Spain (Continental),State (FIR),SFR,2216951,2166897.62,2126254.42
